"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dock10",6.20134733671969e-09,0.651529359282564,0.89,0.931,0.000102241613540498,"Activated B Cells","Dock10"
"Chchd10",6.37685649398713e-09,2.09212959914554,0.27,0.175,0.000105135233016366,"Activated B Cells","Chchd10"
"Kin",6.52762871630447e-09,0.120541863973977,0.15,0.286,0.000107621014645712,"Activated B Cells","Kin"
"Rbm33",6.83768686115712e-09,1.07765566350293,0.493,0.488,0.000112732943279897,"Activated B Cells","Rbm33"
"Atg16l2",6.88023178692663e-09,1.94500419655399,0.248,0.145,0.000113434381471059,"Activated B Cells","Atg16l2"
"Crim1",6.92548907638361e-09,3.4104775153954,0.116,0.025,0.000114180538402337,"Activated B Cells","Crim1"
"Ric8b",7.16995834297785e-09,0.198546596462084,0.211,0.384,0.000118211103200676,"Activated B Cells","Ric8b"
"Zc3h14",7.42298625997345e-09,0.256553088600637,0.211,0.389,0.000122382774468182,"Activated B Cells","Zc3h14"
"Csrp2",7.90968684823116e-09,4.36287986289543,0.1,0.015,0.000130407007066787,"Activated B Cells","Csrp2"
"Sipa1",7.93788845288807e-09,1.33722214082466,0.391,0.328,0.000130871966922766,"Activated B Cells","Sipa1"
"Kcnk10",8.08748017132614e-09,4.05151623648319,0.097,0.012,0.000133338285584654,"Activated B Cells","Kcnk10"
"Mief1",8.12450453956609e-09,0.112355241592657,0.086,0.182,0.000133948706343826,"Activated B Cells","Mief1"
"D8Ertd82e",8.16540106929885e-09,3.39563677640346,0.121,0.03,0.00013462296742953,"Activated B Cells","D8Ertd82e"
"mt-Nd2",8.17879753875464e-09,0.297723920958564,0.993,0.966,0.000134843835021448,"Activated B Cells","mt-Nd2"
"Cfap20",9.61195905164779e-09,0.177171560432525,0.15,0.283,0.000158472368884517,"Activated B Cells","Cfap20"
"Smn1",1.02001372109872e-08,0.216963451722062,0.101,0.207,0.000168169662197546,"Activated B Cells","Smn1"
"Pou2f1",1.02054666961586e-08,1.36886081086394,0.487,0.473,0.000168257529419566,"Activated B Cells","Pou2f1"
"Dstyk",1.0625495186573e-08,0.173424823508256,0.073,0.16,0.000175182539141029,"Activated B Cells","Dstyk"
"Nrp2",1.07066513292311e-08,4.07199967644937,0.096,0.012,0.000176520560465033,"Activated B Cells","Nrp2"
"Itga6",1.18503758380104e-08,3.07019248863027,0.13,0.037,0.000195377146441277,"Activated B Cells","Itga6"
"Mbtps2",1.22460191097135e-08,0.179391375273308,0.169,0.31,0.000201900117061847,"Activated B Cells","Mbtps2"
"Kdm5a",1.22582103777085e-08,0.884201685070434,0.59,0.621,0.00020210111449728,"Activated B Cells","Kdm5a"
"Fubp1",1.24990162335558e-08,0.872591229368108,0.601,0.653,0.000206071280642634,"Activated B Cells","Fubp1"
"Smurf2",1.2824326744101e-08,1.14164598592955,0.505,0.478,0.000211434675029994,"Activated B Cells","Smurf2"
"Rnf144a",1.28258268247738e-08,1.73329631929842,0.26,0.16,0.000211459406860046,"Activated B Cells","Rnf144a"
"Cep120",1.2904288437767e-08,1.31954593338501,0.427,0.379,0.000212753003473464,"Activated B Cells","Cep120"
"Rpl18",1.31600897133844e-08,0.305728060364007,0.916,0.958,0.000216970399104569,"Activated B Cells","Rpl18"
"Gdap2",1.38979139452733e-08,0.134585098420257,0.143,0.271,0.000229134907215721,"Activated B Cells","Gdap2"
"Zfp438",1.42561064969836e-08,0.236249203954138,0.109,0.217,0.000235040427815768,"Activated B Cells","Zfp438"
"Tnk2",1.43657863144745e-08,3.16669536402473,0.113,0.025,0.00023684871896674,"Activated B Cells","Tnk2"
"Mdn1",1.46258189883505e-08,1.88417176272942,0.351,0.291,0.000241135877660934,"Activated B Cells","Mdn1"
"Gypc",1.49285605136693e-08,3.25535987379817,0.122,0.032,0.000246127177188866,"Activated B Cells","Gypc"
"Vps33a",1.50880556065791e-08,0.222665562976381,0.129,0.251,0.00024875677278567,"Activated B Cells","Vps33a"
"Mapk1",1.52290639272665e-08,0.74975497065913,0.639,0.732,0.000251081576968843,"Activated B Cells","Mapk1"
"Gm26870",1.59731182357196e-08,0.26296297388375,0.019,0.062,0.000263348800352309,"Activated B Cells","Gm26870"
"Chchd3",1.85457220957996e-08,0.867624952010646,0.611,0.655,0.000305763320193449,"Activated B Cells","Chchd3"
"B3glct",1.8620055060635e-08,2.11040213823258,0.172,0.071,0.00030698884778469,"Activated B Cells","B3glct"
"Map2k1",1.88189822521592e-08,1.0179957594449,0.536,0.542,0.000310268560391349,"Activated B Cells","Map2k1"
"Plekhf2",1.93151790294274e-08,0.110846772953141,0.151,0.283,0.000318449356658169,"Activated B Cells","Plekhf2"
"Ncoa2",1.97244023910456e-08,0.661016842344379,0.675,0.751,0.000325196222221169,"Activated B Cells","Ncoa2"
"Agbl1",2.11289882692834e-08,4.1001079066106,0.166,0.069,0.000348353629595675,"Activated B Cells","Agbl1"
"Clec2g",2.15923807244736e-08,3.05044845725475,0.118,0.03,0.000355993581004396,"Activated B Cells","Clec2g"
"Pnisr",2.17180879314621e-08,0.767002090046739,0.634,0.687,0.000358066115726015,"Activated B Cells","Pnisr"
"Gm13822",2.31740513864844e-08,0.220567848216432,0.028,0.079,0.000382070585208969,"Activated B Cells","Gm13822"
"Serpina3g",2.34885378014994e-08,3.79931672755817,0.093,0.012,0.00038725552273332,"Activated B Cells","Serpina3g"
"Wdr45b",2.3703782489681e-08,0.175149671355887,0.231,0.406,0.00039080426190737,"Activated B Cells","Wdr45b"
"Gad1",2.69876482387041e-08,5.55411985385184,0.08,0.005,0.000444945356511514,"Activated B Cells","Gad1"
"Dlgap4",2.77775297614091e-08,0.1983542979944,0.17,0.313,0.000457968133176352,"Activated B Cells","Dlgap4"
"Kpna1",2.82615801949009e-08,1.00827790991231,0.547,0.547,0.000465948672673331,"Activated B Cells","Kpna1"
"Ebag9",2.90874227824028e-08,0.13177146186172,0.104,0.207,0.000479564339413476,"Activated B Cells","Ebag9"
"Slamf1",2.92344148827274e-08,4.76006296204005,0.091,0.012,0.000481987798171526,"Activated B Cells","Slamf1"
"Zmym5",3.01715669692599e-08,1.33547670299346,0.392,0.335,0.000497438624622189,"Activated B Cells","Zmym5"
"Cd72",3.02643345816128e-08,1.42315769150845,0.432,0.416,0.000498968084247051,"Activated B Cells","Cd72"
"Ttc1",3.37476169162414e-08,0.106284881442397,0.134,0.254,0.000556396960098072,"Activated B Cells","Ttc1"
"Ptpn7",3.67819365186973e-08,2.48612359163063,0.106,0.022,0.000606423787383762,"Activated B Cells","Ptpn7"
"Fam49a",3.67832657097004e-08,1.91976810436692,0.239,0.14,0.00060644570175583,"Activated B Cells","Fam49a"
"Dcun1d5",3.69922255294971e-08,0.118151033832736,0.301,0.525,0.000609890822304819,"Activated B Cells","Dcun1d5"
"Peli1",4.24851658977229e-08,0.85859121005396,0.604,0.64,0.000700452930155758,"Activated B Cells","Peli1"
"Camkmt",4.31199215083968e-08,0.122399697954045,0.24,0.404,0.000710918145908938,"Activated B Cells","Camkmt"
"Car2",4.34699709975163e-08,4.65063526680103,0.082,0.007,0.000716689411836051,"Activated B Cells","Car2"
"Pik3ap1",4.37515514601903e-08,0.623401889657196,0.792,0.791,0.000721331828924158,"Activated B Cells","Pik3ap1"
"Tsg101",4.40144376316954e-08,0.168191640995073,0.235,0.414,0.000725666033233762,"Activated B Cells","Tsg101"
"Dnttip1",4.58734916652962e-08,0.103603415071025,0.153,0.283,0.000756316257085739,"Activated B Cells","Dnttip1"
"Magi3",4.90887058148985e-08,0.123072083516355,0.27,0.446,0.000809325492770232,"Activated B Cells","Magi3"
"Bfsp2",4.94673753223945e-08,2.03145132795325,0.143,0.052,0.000815568616940318,"Activated B Cells","Bfsp2"
"Tpm4",4.95855306724592e-08,0.604185028794278,0.579,0.571,0.000817516644196834,"Activated B Cells","Tpm4"
"Rnf123",5.01580999822744e-08,0.13765840487555,0.154,0.283,0.000826956594407758,"Activated B Cells","Rnf123"
"Zc3h4",5.04576896105979e-08,0.163018021871076,0.157,0.291,0.000831895928609928,"Activated B Cells","Zc3h4"
"Tmem154",5.11959679107283e-08,2.40056694076083,0.158,0.064,0.000844067922944177,"Activated B Cells","Tmem154"
"Invs",5.21114135779265e-08,2.10673669221661,0.238,0.143,0.000859160875659275,"Activated B Cells","Invs"
"Ammecr1l",5.21917553686261e-08,0.183729105178771,0.165,0.3,0.000860485470762539,"Activated B Cells","Ammecr1l"
"Faf1",5.27353500316671e-08,0.780713609645706,0.634,0.672,0.000869447715972096,"Activated B Cells","Faf1"
"Klhl24",5.32221245245859e-08,0.849501500738882,0.564,0.574,0.000877473167036848,"Activated B Cells","Klhl24"
"Bhlhe41",5.42155204458567e-08,2.68282501603448,0.112,0.027,0.00089385128559084,"Activated B Cells","Bhlhe41"
"Kmt2d",5.58997171832865e-08,0.157950847719652,0.202,0.365,0.000921618637200845,"Activated B Cells","Kmt2d"
"Ccdc186",5.69955715546138e-08,0.173210501943997,0.194,0.35,0.000939685988220918,"Activated B Cells","Ccdc186"
"Vbp1",5.78695613540526e-08,0.134235177042562,0.257,0.453,0.000954095458044265,"Activated B Cells","Vbp1"
"AI846148",5.98857912169963e-08,0.278294154197948,0.076,0.16,0.000987337039794618,"Activated B Cells","AI846148"
"Pum2",6.12474770277577e-08,0.571471218280527,0.729,0.823,0.00100978715375664,"Activated B Cells","Pum2"
"Sbf2",6.33306269289873e-08,2.44666456559587,0.171,0.076,0.00104413204617821,"Activated B Cells","Sbf2"
"Vps4a",6.83481134696172e-08,0.158968270846413,0.087,0.177,0.00112685534677358,"Activated B Cells","Vps4a"
"Zgpat",6.88670691007962e-08,0.103869751410461,0.084,0.172,0.00113541136826483,"Activated B Cells","Zgpat"
"Slc7a7",6.97873931785476e-08,2.86236284182885,0.114,0.03,0.00115058475133471,"Activated B Cells","Slc7a7"
"Slc35b3",7.00505645739773e-08,0.162460213627329,0.13,0.246,0.00115492365813116,"Activated B Cells","Slc35b3"
"Khsrp",7.44929919728054e-08,0.185248493045064,0.206,0.369,0.00122816595865564,"Activated B Cells","Khsrp"
"Anapc10",7.98146641938627e-08,0.205051914564294,0.172,0.31,0.00131590436856421,"Activated B Cells","Anapc10"
"Pan3",8.22381067793224e-08,0.490582384165785,0.841,0.889,0.00135585966647069,"Activated B Cells","Pan3"
"Tbc1d23",8.35275976399147e-08,0.18630116239249,0.307,0.532,0.00137711950228927,"Activated B Cells","Tbc1d23"
"Wasf2",8.38567073574938e-08,0.531650722025384,0.755,0.815,0.001382545534203,"Activated B Cells","Wasf2"
"Zfp444",8.98718161772625e-08,0.139721485378921,0.084,0.172,0.00148171663331453,"Activated B Cells","Zfp444"
"AC125149.3",9.01873778740593e-08,2.18918851261043,0.226,0.135,0.00148691929900962,"Activated B Cells","AC125149.3"
"Ralgapa1",9.03720471926167e-08,0.767381482140434,0.671,0.707,0.00148996394206467,"Activated B Cells","Ralgapa1"
"Sptlc1",9.11916266790918e-08,0.204234324834128,0.154,0.283,0.00150347634905819,"Activated B Cells","Sptlc1"
"Arhgef12",9.18084904777262e-08,1.77432248059203,0.227,0.128,0.00151364658250627,"Activated B Cells","Arhgef12"
"Smad3",9.20854417886885e-08,0.156037561846532,0.307,0.5,0.00151821267877011,"Activated B Cells","Smad3"
"Mmaa",9.21032163276982e-08,0.114186575637171,0.059,0.131,0.00151850572759476,"Activated B Cells","Mmaa"
"Tpr",9.2300807391786e-08,0.701400279792556,0.634,0.727,0.00152176341146837,"Activated B Cells","Tpr"
"Btbd10",9.2699700987048e-08,0.197857026246965,0.149,0.271,0.00152833997017346,"Activated B Cells","Btbd10"
"Irf4",9.58390770721564e-08,1.67718550792211,0.286,0.2,0.00158009886368864,"Activated B Cells","Irf4"
"Gm12158",9.63294327239186e-08,5.8967958864005,0.066,0,0.00158818335731925,"Activated B Cells","Gm12158"
"Bptf",1.02176849384453e-07,0.650760164907405,0.677,0.736,0.00168458971580147,"Activated B Cells","Bptf"
"Cdk7",1.02955756214632e-07,0.213078186556702,0.179,0.32,0.00169743155271063,"Activated B Cells","Cdk7"
"Rft1",1.07446287080855e-07,0.179028783642609,0.065,0.14,0.00177146693510206,"Activated B Cells","Rft1"
"Ctps2",1.07862341430742e-07,1.71365852538837,0.352,0.298,0.00177832642316864,"Activated B Cells","Ctps2"
"Ssh1",1.09499731593383e-07,2.1245493609972,0.2,0.108,0.0018053220747801,"Activated B Cells","Ssh1"
"Smarcb1",1.09611114349287e-07,0.154211937827664,0.201,0.357,0.00180715844227669,"Activated B Cells","Smarcb1"
"Xpa",1.13799376657704e-07,0.214492237048157,0.166,0.303,0.00187621032295557,"Activated B Cells","Xpa"
"Msrb3",1.23329799738337e-07,4.11736942938481,0.085,0.012,0.00203333840828596,"Activated B Cells","Msrb3"
"Rftn2",1.28083013676802e-07,3.44383494649975,0.106,0.027,0.00211170464648944,"Activated B Cells","Rftn2"
"Astl",1.30075348033482e-07,6.56399929807252,0.065,0,0.00214455226302802,"Activated B Cells","Astl"
"Pi4ka",1.32713928199704e-07,1.00547766500797,0.495,0.483,0.00218805453422852,"Activated B Cells","Pi4ka"
"Helz2",1.32901962161362e-07,1.44753086410579,0.365,0.318,0.00219115465015438,"Activated B Cells","Helz2"
"H2-Eb2",1.35637243303708e-07,5.49461917026726,0.069,0.002,0.00223625123034824,"Activated B Cells","H2-Eb2"
"Ppp2r3a",1.38935346878263e-07,0.168423096130204,0.069,0.145,0.00229062706398193,"Activated B Cells","Ppp2r3a"
"Srpk3",1.43278634462556e-07,2.2994735913221,0.178,0.089,0.00236223484638416,"Activated B Cells","Srpk3"
"Arhgdib",1.43878635954334e-07,0.404363093609603,0.792,0.879,0.00237212707097911,"Activated B Cells","Arhgdib"
"Stag1",1.54496542425867e-07,0.515074028896154,0.797,0.84,0.00254718449497527,"Activated B Cells","Stag1"
"Pde2a",1.59690572067476e-07,2.80278962509247,0.162,0.074,0.00263281846167647,"Activated B Cells","Pde2a"
"Zfp426",1.66110064541059e-07,0.127202956956285,0.074,0.153,0.00273865663408844,"Activated B Cells","Zfp426"
"Paf1",1.69433589849126e-07,0.152062523557388,0.167,0.3,0.00279345159584254,"Activated B Cells","Paf1"
"Lnpep",1.70361263368094e-07,0.760770511855419,0.627,0.687,0.00280874614914976,"Activated B Cells","Lnpep"
"Huwe1",1.72456713841713e-07,0.545864825107044,0.733,0.798,0.00284329384110832,"Activated B Cells","Huwe1"
"Wdtc1",1.76427806244103e-07,0.238494013408854,0.176,0.318,0.00290876524154653,"Activated B Cells","Wdtc1"
"Psmf1",1.88985618111433e-07,0.276710747717673,0.107,0.207,0.0031158058858032,"Activated B Cells","Psmf1"
"Ffar1",1.89225077035218e-07,4.89333641562413,0.076,0.007,0.00311975384507964,"Activated B Cells","Ffar1"
"Zfp182",1.92999762722173e-07,0.190558557981338,0.179,0.315,0.00318198708800047,"Activated B Cells","Zfp182"
"Sh2d2a",1.97510366156227e-07,3.30402298707189,0.088,0.015,0.00325635340681771,"Activated B Cells","Sh2d2a"
"Smagp",1.97843647195955e-07,3.0493658427485,0.098,0.022,0.00326184821131971,"Activated B Cells","Smagp"
"Gpalpp1",2.00609759129138e-07,0.11649038137944,0.108,0.207,0.0033074530987621,"Activated B Cells","Gpalpp1"
"Scyl3",2.03116733186674e-07,0.238889615979869,0.133,0.249,0.00334878558004869,"Activated B Cells","Scyl3"
"Zbtb32",2.09849331618462e-07,3.58865758114899,0.083,0.012,0.00345978593039359,"Activated B Cells","Zbtb32"
"Cd80",2.10825483309264e-07,3.58774549874057,0.091,0.017,0.00347587974331983,"Activated B Cells","Cd80"
"Dcaf13",2.11173308681289e-07,0.229844773292894,0.198,0.347,0.00348161434022841,"Activated B Cells","Dcaf13"
"Aim1",2.13607312915132e-07,2.7962603161882,0.121,0.039,0.00352174376803179,"Activated B Cells","Aim1"
"Coil",2.1435153020029e-07,0.18575494431342,0.053,0.118,0.00353401367841218,"Activated B Cells","Coil"
"Fam102a",2.21386926120787e-07,2.00299787400646,0.167,0.079,0.00365000625095342,"Activated B Cells","Fam102a"
"Fnta",2.23886495141995e-07,0.293288054473845,0.19,0.337,0.00369121664540607,"Activated B Cells","Fnta"
"Pacrgl",2.24652114168184e-07,0.307798236665113,0.092,0.182,0.00370383940629085,"Activated B Cells","Pacrgl"
"Tfdp2",2.25350436528418e-07,2.5636374120306,0.159,0.071,0.00371535264704402,"Activated B Cells","Tfdp2"
"Chordc1",2.32438788476002e-07,0.108895857901944,0.232,0.397,0.00383221830560385,"Activated B Cells","Chordc1"
"Gm19585",2.34050265521698e-07,4.50353244027208,0.079,0.01,0.00385878672765624,"Activated B Cells","Gm19585"
"Sugt1",2.36747370329451e-07,0.105163308175742,0.269,0.458,0.00390325389462166,"Activated B Cells","Sugt1"
"Anapc16",2.40396612082621e-07,0.107447040401168,0.255,0.431,0.00396341894340617,"Activated B Cells","Anapc16"
"Hspd1",2.41513534950426e-07,0.196623818494975,0.344,0.589,0.00398183365072767,"Activated B Cells","Hspd1"
"Grap2",2.42235686440056e-07,2.07272184545666,0.241,0.158,0.0039937397623372,"Activated B Cells","Grap2"
"Bcl2a1b",2.42964422748102e-07,2.99011534740024,0.121,0.039,0.00400575443784796,"Activated B Cells","Bcl2a1b"
"Gm15848",2.49598945341256e-07,5.05663146819675,0.066,0.002,0.00411513781184129,"Activated B Cells","Gm15848"
"Rars2",2.50372643522191e-07,0.160420463402954,0.137,0.249,0.00412789377375037,"Activated B Cells","Rars2"
"Was",2.51905462314833e-07,0.11110544735082,0.214,0.374,0.00415316535718466,"Activated B Cells","Was"
"Tnrc6a",2.53657668163894e-07,0.915072060130958,0.526,0.534,0.00418205397501812,"Activated B Cells","Tnrc6a"
"Peak1",2.55353169861107e-07,1.06639583966916,0.355,0.273,0.00421000771150007,"Activated B Cells","Peak1"
"Dennd4c",2.57422280131947e-07,0.292197532250045,0.149,0.271,0.00424412113253541,"Activated B Cells","Dennd4c"
"Med26",2.59595147834615e-07,0.156956452363721,0.145,0.261,0.0042799452023493,"Activated B Cells","Med26"
"Uba3",2.61892210287414e-07,0.300066201878239,0.094,0.185,0.0043178168710086,"Activated B Cells","Uba3"
"Spns2",2.68316911913243e-07,3.12217996514354,0.086,0.015,0.00442374092671364,"Activated B Cells","Spns2"
"Xpr1",2.72690775269746e-07,0.961569719347303,0.549,0.569,0.00449585281187229,"Activated B Cells","Xpr1"
"Cbll1",2.76396781509282e-07,0.225242886383005,0.154,0.281,0.00455695373674354,"Activated B Cells","Cbll1"
"Fbxl5",2.81961225902437e-07,0.10878785097228,0.236,0.401,0.00464869473145348,"Activated B Cells","Fbxl5"
"Atf1",2.84678791416539e-07,0.144701545683931,0.233,0.397,0.00469349923408448,"Activated B Cells","Atf1"
"Elf1",2.90599027262702e-07,0.522143271947511,0.809,0.869,0.00479110616248017,"Activated B Cells","Elf1"
"Rasal1",2.91899140474264e-07,5.81716970600965,0.061,0,0.00481254112899918,"Activated B Cells","Rasal1"
"Morc2a",2.92447568613569e-07,0.347610255840091,0.12,0.227,0.00482158306373192,"Activated B Cells","Morc2a"
"Bend5",2.9414723829196e-07,4.32921551844384,0.074,0.007,0.00484960551771955,"Activated B Cells","Bend5"
"Pdk3",2.95768770681513e-07,0.210192417094229,0.144,0.261,0.0048763397222261,"Activated B Cells","Pdk3"
"Ciz1",3.12285234164244e-07,0.189454733819675,0.118,0.222,0.0051486466556659,"Activated B Cells","Ciz1"
"Gm16586",3.13837472056786e-07,0.196612776544259,0.161,0.291,0.00517423840180023,"Activated B Cells","Gm16586"
"Snx29",3.22995102198701e-07,0.611425825100915,0.783,0.793,0.00532522024994998,"Activated B Cells","Snx29"
"Rpl36",3.26164424712141e-07,0.268895382814729,0.892,0.963,0.00537747287022907,"Activated B Cells","Rpl36"
"Adam9",3.33845826172801e-07,1.42097740650488,0.316,0.241,0.00550411613611097,"Activated B Cells","Adam9"
"Exoc3",3.34447244844996e-07,0.136982580414546,0.219,0.377,0.00551403172575945,"Activated B Cells","Exoc3"
"Ccdc125",3.34848935464038e-07,3.28213360655604,0.096,0.022,0.0055206543989956,"Activated B Cells","Ccdc125"
"Tmem131",3.49576949195822e-07,1.06630925258175,0.482,0.488,0.00576347516139152,"Activated B Cells","Tmem131"
"Agfg1",3.57795478548073e-07,1.302139257476,0.393,0.347,0.00589897405482207,"Activated B Cells","Agfg1"
"Gabpa",3.59139602996782e-07,0.101818071015226,0.13,0.239,0.00592113463460794,"Activated B Cells","Gabpa"
"Rock2",3.5970305268799e-07,0.76605952748772,0.638,0.695,0.00593042422966689,"Activated B Cells","Rock2"
"Cobll1",3.69228223171599e-07,1.1982706723354,0.511,0.53,0.00608746571543016,"Activated B Cells","Cobll1"
"Itfg2",3.72335552983367e-07,0.157018928658103,0.083,0.165,0.00613869626203677,"Activated B Cells","Itfg2"
"Tpp2",3.88029028626145e-07,1.13104742369627,0.453,0.443,0.00639743459495925,"Activated B Cells","Tpp2"
"Epn2",3.91060197843573e-07,5.23054395361882,0.064,0.002,0.006447409481847,"Activated B Cells","Epn2"
"Slc25a37",4.02953232123411e-07,2.32932998660356,0.147,0.064,0.00664348993801868,"Activated B Cells","Slc25a37"
"Slc16a6",4.0937357321473e-07,0.171641720186382,0.276,0.461,0.00674934210159125,"Activated B Cells","Slc16a6"
"Rbm6",4.18457780430391e-07,0.589488037739001,0.724,0.781,0.00689911342595586,"Activated B Cells","Rbm6"
"Sbno2",4.19598380933659e-07,0.304594140885941,0.267,0.456,0.00691791850645324,"Activated B Cells","Sbno2"
"Nme7",4.19941388831994e-07,0.231541804100436,0.085,0.167,0.00692357367767309,"Activated B Cells","Nme7"
"Fam98b",4.24215481949584e-07,0.158011935909786,0.078,0.158,0.0069940406509028,"Activated B Cells","Fam98b"
"Mapk12",4.4633203227208e-07,2.98637962000361,0.073,0.007,0.00735867621606978,"Activated B Cells","Mapk12"
"Slc25a16",4.54991952526647e-07,0.190997546905757,0.063,0.133,0.00750145232130683,"Activated B Cells","Slc25a16"
"Rbm5",4.56950155694824e-07,0.757056329443065,0.584,0.633,0.00753373721694057,"Activated B Cells","Rbm5"
"Rnf31",4.6993345873953e-07,0.209643654328018,0.095,0.185,0.00774779293423863,"Activated B Cells","Rnf31"
"Uhrf2",4.7140354121384e-07,1.23550372723651,0.475,0.488,0.00777203018399258,"Activated B Cells","Uhrf2"
"Crtc3",4.90609716557325e-07,0.133811732124818,0.281,0.468,0.00808868239688062,"Activated B Cells","Crtc3"
"Ext1",4.97627211103477e-07,0.224894259419714,0.25,0.406,0.00820437982946303,"Activated B Cells","Ext1"
"Timmdc1",4.9812096642654e-07,0.224788206921844,0.113,0.212,0.00821252037347436,"Activated B Cells","Timmdc1"
"Txlna",5.0060523189674e-07,0.304801789242344,0.123,0.229,0.00825347845828155,"Activated B Cells","Txlna"
"Slu7",5.06011836966265e-07,0.117337166481145,0.17,0.3,0.00834261715606281,"Activated B Cells","Slu7"
"Sypl",5.08167438093374e-07,1.1864893495899,0.411,0.387,0.00837815655184545,"Activated B Cells","Sypl"
"Aifm1",5.22555111362889e-07,0.11029917933166,0.112,0.209,0.00861536612103995,"Activated B Cells","Aifm1"
"Thap4",5.31686729876938e-07,0.143030533151763,0.065,0.135,0.00876591911548107,"Activated B Cells","Thap4"
"Gucd1",5.57742306146565e-07,1.81248269282933,0.205,0.118,0.00919549740143842,"Activated B Cells","Gucd1"
"Mast2",5.619058466641e-07,1.90946362703439,0.224,0.135,0.00926414169395102,"Activated B Cells","Mast2"
"Patl1",5.73924741973596e-07,0.120702098631458,0.183,0.318,0.00946229722091867,"Activated B Cells","Patl1"
"Eif3g",5.74139661988062e-07,0.118886488476012,0.257,0.443,0.00946584060719718,"Activated B Cells","Eif3g"
"Mut",5.77756994095619e-07,0.108133057704311,0.06,0.128,0.00952547956165447,"Activated B Cells","Mut"
"Ubr7",5.79945696591996e-07,0.146691124732915,0.096,0.185,0.00956156469971223,"Activated B Cells","Ubr7"
"Erlin1",5.86878041873901e-07,0.204245433710701,0.335,0.552,0.00967585827637501,"Activated B Cells","Erlin1"
"Zfp53",5.86883463338904e-07,0.185065350661982,0.124,0.227,0.0096759476600685,"Activated B Cells","Zfp53"
"Chp1",5.93067032378094e-07,0.163765987987299,0.317,0.517,0.00977789616281763,"Activated B Cells","Chp1"
"Pithd1",6.04659082546974e-07,0.186978299833044,0.096,0.185,0.00996901429395196,"Activated B Cells","Pithd1"
"Gbas",6.35961825434735e-07,0.250449723905231,0.178,0.313,0.0104851026159425,"Activated B Cells","Gbas"
"Tmem65",6.38501425840098e-07,0.12508194198796,0.081,0.16,0.0105269730078257,"Activated B Cells","Tmem65"
"Rsbn1l",6.75721913630059e-07,0.622239172014711,0.662,0.727,0.0111406271900188,"Activated B Cells","Rsbn1l"
"Tmem126a",6.83322828562001e-07,0.160392703551105,0.182,0.32,0.0112659434745017,"Activated B Cells","Tmem126a"
"Snx15",6.89025913602091e-07,0.163621348293117,0.119,0.219,0.0113599702375577,"Activated B Cells","Snx15"
"Top2b",7.17363781626094e-07,0.970682129823209,0.54,0.574,0.0118271766676694,"Activated B Cells","Top2b"
"Klhdc4",7.46125214880667e-07,0.123426207453587,0.092,0.177,0.0123013664177376,"Activated B Cells","Klhdc4"
"Usp12",7.59848159185447e-07,0.201078128774222,0.25,0.429,0.0125276166004905,"Activated B Cells","Usp12"
"Fam213a",7.80451671929365e-07,3.13123189591168,0.096,0.025,0.0128673067150994,"Activated B Cells","Fam213a"
"Clpx",7.9656860774652e-07,0.209768596365775,0.179,0.313,0.0131330266359169,"Activated B Cells","Clpx"
"Golga3",8.05540300827873e-07,0.349824504825843,0.152,0.273,0.0132809429397491,"Activated B Cells","Golga3"
"Brd7",8.13068917014585e-07,0.159611124628073,0.226,0.382,0.0134050672348195,"Activated B Cells","Brd7"
"Mex3c",8.1399124906656e-07,0.110702701246047,0.152,0.268,0.0134202737233604,"Activated B Cells","Mex3c"
"Snhg12",8.24672700867043e-07,1.84906183688092,0.189,0.103,0.0135963788191949,"Activated B Cells","Snhg12"
"Ublcp1",8.25850861559063e-07,1.77401403979793,0.28,0.212,0.0136158031545243,"Activated B Cells","Ublcp1"
"Bckdha",8.44189620128528e-07,0.243374765519755,0.166,0.293,0.013918154267059,"Activated B Cells","Bckdha"
"Pcgf3",8.57037312869457e-07,0.240069491257304,0.125,0.229,0.0141299741772787,"Activated B Cells","Pcgf3"
"Etnk1",8.60753948709885e-07,0.681977053168394,0.673,0.734,0.0141912503523799,"Activated B Cells","Etnk1"
"4930426D05Rik",8.68450962780203e-07,4.65414453562101,0.065,0.005,0.0143181510233572,"Activated B Cells","4930426D05Rik"
"Atg12",8.94959660284073e-07,0.149986658687034,0.145,0.259,0.0147551999191035,"Activated B Cells","Atg12"
"Mllt10",8.95091168067301e-07,0.598762501375693,0.697,0.788,0.0147573680879256,"Activated B Cells","Mllt10"
"Zswim8",9.01807762712076e-07,0.143721030249122,0.161,0.288,0.014868104583834,"Activated B Cells","Zswim8"
"Nsmce4a",9.09663370998761e-07,0.166630850145393,0.273,0.473,0.0149976199976566,"Activated B Cells","Nsmce4a"
"Polr3c",9.10823067433559e-07,0.15288262835435,0.147,0.261,0.0150167399127771,"Activated B Cells","Polr3c"
"Pold1",9.50401039277657e-07,0.208554480242785,0.147,0.264,0.0156692619345707,"Activated B Cells","Pold1"
"Uxs1",9.50707488023085e-07,0.181336835523175,0.135,0.241,0.0156743143550366,"Activated B Cells","Uxs1"
"Kcnk5",9.62996231229196e-07,3.48922497200059,0.073,0.01,0.0158769188642758,"Activated B Cells","Kcnk5"
"Polr1a",9.68571746266689e-07,2.26916405602132,0.171,0.089,0.0159688423806989,"Activated B Cells","Polr1a"
